,Studies,Action,Log_hrs,Study_hrs
6210,s37144,Metadata-study-level  ,,80.38333333
6221,s37144,Transformation-of-data  ,1.25,80.38333333
6224,s37144,Quality-checks  ,0.5,80.38333333
6226,s37144,Non-curation  ,0.75,80.38333333
6227,s37144,Quality-checks  ,,80.38333333
6228,s37144,Quality-checks  ,0.25,80.38333333
6230,s37144,Non-curation  ,0.666666667,80.38333333
6236,s37144,Non-curation  ,0.75,80.38333333
6229,s37144,Non-curation  ,0.5,80.38333333
6231,s37144,Initial-review-and-planning  ,5,80.38333333
6225,s37144,Initial-review-and-planning  ,2.25,80.38333333
6238,s37144,Quality-checks  ,1,80.38333333
6234,s37144,Non-curation  ,3,80.38333333
6222,s37144,Non-curation  ,8,80.38333333
6232,s37144,Transformation-of-data  ,2,80.38333333
6233,s37144,Non-curation  ,0.633333333,80.38333333
6223,s37144,Quality-checks  ,,80.38333333
6235,s37144,Transformation-of-data  ,0.75,80.38333333
6237,s37144,Transformation-of-data  ,1,80.38333333
6243,s37146,Initial-review-and-planning  ,2,390
6240,s37146,Transformation-of-data  ,7,390
6241,s37146,Quality-checks  ,6.5,390
6244,s37146,Initial-review-and-planning  ,7.5,390
6239,s37146,Communication-for-study  ,8,390
6281,s37146,Transformation-of-data  ,3,390
6246,s37146,Metadata-study-level  ,0.5,390
6242,s37146,Transformation-of-data  ,1,390
6251,s37146,Transformation-of-data  ,2,390
6252,s37146,Metadata-study-level  ,5.5,390
6257,s37146,Documentation  ,4,390
6249,s37146,Quality-checks  ,5.5,390
6279,s37146,Initial-review-and-planning  ,8,390
6276,s37146,Communication-for-study  ,1,390
6324,s37146,Other  ,0.5,390
6245,s37146,Quality-checks  ,1,390
6250,s37146,Transformation-of-data  ,7,390
6255,s37146,Metadata-study-level  ,1,390
6248,s37146,Documentation  ,7,390
6258,s37146,Transformation-of-data  ,8,390
6259,s37146,Communication-for-study  ,2,390
6278,s37146,Quality-checks  ,0.5,390
6266,s37146,Transformation-of-data  ,3,390
6267,s37146,Non-curation  ,4,390
6280,s37146,Non-curation  ,4,390
6269,s37146,Non-curation  ,4,390
6261,s37146,Documentation  ,5,390
6262,s37146,Other  ,4.5,390
6263,s37146,Quality-checks  ,7,390
6264,s37146,Quality-checks  ,3,390
6265,s37146,Transformation-of-data  ,7,390
6256,s37146,Quality-checks  ,6,390
6273,s37146,Non-curation  ,8,390
6268,s37146,Quality-checks  ,4.5,390
6270,s37146,Transformation-of-data  ,8,390
6253,s37146,Transformation-of-data  ,8,390
6260,s37146,Communication-for-study  ,2,390
6271,s37146,Quality-checks  ,3.5,390
6272,s37146,Transformation-of-data  ,1,390
6274,s37146,Non-curation  ,4,390
6277,s37146,Transformation-of-data  ,3,390
6254,s37146,Communication-for-study  ,4,390
6275,s37146,Initial-review-and-planning  ,6.5,390
6298,s37146,Quality-checks  ,1,390
6304,s37146,Metadata-study-level  ,4,390
6321,s37146,Documentation  ,5,390
6313,s37146,Metadata-study-level  ,3.5,390
6319,s37146,Initial-review-and-planning  ,2,390
6299,s37146,Quality-checks  ,0.5,390
6300,s37146,Quality-checks  ,6,390
6247,s37146,Quality-checks  ,3.5,390
6315,s37146,Quality-checks  ,4,390
6314,s37146,Communication-for-study  ,8,390
6312,s37146,Transformation-of-data  ,7,390
6317,s37146,Initial-review-and-planning  ,8,390
6305,s37146,Transformation-of-data  ,4,390
6309,s37146,Quality-checks  ,8,390
6307,s37146,Quality-checks  ,1.5,390
6282,s37146,Transformation-of-data  ,6,390
6308,s37146,Other  ,7.5,390
6306,s37146,Transformation-of-data  ,3,390
6310,s37146,Non-curation  ,2,390
6311,s37146,Documentation  ,3,390
6316,s37146,Communication-for-study  ,4,390
6303,s37146,Quality-checks  ,8,390
6320,s37146,Non-curation  ,4,390
6301,s37146,Quality-checks  ,0.5,390
6291,s37146,Transformation-of-data  ,6,390
6294,s37146,Initial-review-and-planning  ,1,390
6295,s37146,Communication-for-study  ,8,390
6293,s37146,Documentation  ,7,390
6318,s37146,Quality-checks  ,3,390
6292,s37146,Transformation-of-data  ,8,390
6290,s37146,Non-curation  ,4,390
6297,s37146,Quality-checks  ,4.5,390
6296,s37146,Quality-checks  ,5,390
6323,s37146,Documentation  ,7,390
6287,s37146,Initial-review-and-planning  ,4,390
6286,s37146,Communication-for-study  ,8,390
6285,s37146,Transformation-of-data  ,4,390
6284,s37146,Transformation-of-data  ,4,390
6283,s37146,Non-curation  ,4,390
6322,s37146,Quality-checks  ,2,390
6302,s37146,Communication-for-study  ,7,390
6289,s37146,Other  ,8,390
6288,s37146,Quality-checks  ,1.5,390
6330,s37147,Non-curation  ,,100.5
6333,s37147,Quality-checks  ,,100.5
6332,s37147,Documentation  ,4,100.5
6331,s37147,Documentation  ,8,100.5
6341,s37147,Documentation  ,8,100.5
6329,s37147,Quality-checks  ,1,100.5
6328,s37147,Initial-review-and-planning  ,4.5,100.5
6327,s37147,Transformation-of-data  ,8,100.5
6336,s37147,Transformation-of-data  ,8,100.5
6340,s37147,Transformation-of-data  ,,100.5
6325,s37147,Transformation-of-data  ,4,100.5
6339,s37147,Quality-checks  ,0.5,100.5
6338,s37147,Communication-for-study  ,2,100.5
6337,s37147,Initial-review-and-planning  ,,100.5
6345,s37147,Initial-review-and-planning  ,3.5,100.5
6342,s37147,Quality-checks  ,8,100.5
6343,s37147,Quality-checks  ,2.5,100.5
6344,s37147,Initial-review-and-planning  ,,100.5
6334,s37147,Initial-review-and-planning  ,7,100.5
6346,s37147,Transformation-of-data  ,6,100.5
6347,s37147,Communication-for-study  ,,100.5
6326,s37147,Quality-checks  ,7,100.5
6335,s37147,Initial-review-and-planning  ,4,100.5
6348,s37155,Metadata-study-level  ,0.25,44.75
6354,s37155,Non-curation  ,0.5,44.75
6350,s37155,Quality-checks  ,,44.75
6356,s37155,Metadata-study-level  ,0.25,44.75
6352,s37155,Documentation  ,,44.75
6358,s37155,Quality-checks  ,,44.75
6355,s37155,Quality-checks  ,1,44.75
6351,s37155,Initial-review-and-planning  ,1,44.75
6357,s37155,Initial-review-and-planning  ,0.5,44.75
6353,s37155,Non-curation  ,,44.75
6349,s37155,Communication-for-study  ,,44.75
6360,s37155,Communication-for-study  ,2,44.75
6359,s37155,Initial-review-and-planning  ,,44.75
6362,s37155,Non-curation  ,0.25,44.75
6369,s37155,Metadata-study-level  ,1.5,44.75
6364,s37155,Quality-checks  ,4,44.75
6370,s37155,Documentation  ,2,44.75
6366,s37155,Transformation-of-data  ,,44.75
6363,s37155,Quality-checks  ,3.5,44.75
6372,s37155,Quality-checks  ,1,44.75
6365,s37155,Transformation-of-data  ,3,44.75
6371,s37155,Initial-review-and-planning  ,1,44.75
6367,s37155,Initial-review-and-planning  ,,44.75
6368,s37155,Quality-checks  ,0.5,44.75
6361,s37155,Initial-review-and-planning  ,,44.75
6378,s37156,Transformation-of-data  ,7.5,101.5
6376,s37156,Initial-review-and-planning  ,3,101.5
6380,s37156,Initial-review-and-planning  ,7,101.5
6375,s37156,Initial-review-and-planning  ,3,101.5
6388,s37156,Quality-checks  ,1,101.5
6384,s37156,Quality-checks  ,2,101.5
6382,s37156,Quality-checks  ,,101.5
6381,s37156,Quality-checks  ,4,101.5
6379,s37156,Initial-review-and-planning  ,3,101.5
6383,s37156,Non-curation  ,1,101.5
6373,s37156,Other  ,0.5,101.5
6389,s37156,Initial-review-and-planning  ,8,101.5
6377,s37156,Initial-review-and-planning  ,7,101.5
6397,s37156,Transformation-of-data  ,8,101.5
6390,s37156,Quality-checks  ,7,101.5
6391,s37156,Communication-for-study  ,1.5,101.5
6392,s37156,Initial-review-and-planning  ,7,101.5
6386,s37156,Initial-review-and-planning  ,2.5,101.5
6385,s37156,Documentation  ,8,101.5
6374,s37156,Initial-review-and-planning  ,8,101.5
6394,s37156,Quality-checks  ,2,101.5
6393,s37156,Quality-checks  ,1,101.5
6396,s37156,Quality-checks  ,6,101.5
6395,s37156,Quality-checks  ,0.5,101.5
6387,s37156,Quality-checks  ,1,101.5
6406,s37166,Other  ,5,312
6403,s37166,Quality-checks  ,2,312
6415,s37166,Quality-checks  ,8.5,312
6399,s37166,Quality-checks  ,3.5,312
6400,s37166,Transformation-of-data  ,8,312
6401,s37166,Quality-checks  ,6.5,312
6398,s37166,Quality-checks  ,1.5,312
6404,s37166,Non-curation  ,4,312
6407,s37166,Initial-review-and-planning  ,4.5,312
6408,s37166,Documentation  ,4,312
6412,s37166,Quality-checks  ,6.5,312
6410,s37166,Non-curation  ,2,312
6405,s37166,Non-curation  ,4,312
6402,s37166,Transformation-of-data  ,8,312
6409,s37166,Non-curation  ,1.5,312
6411,s37166,Communication-for-study  ,4,312
6424,s37166,Communication-for-study  ,4.5,312
6419,s37166,Quality-checks  ,2,312
6426,s37166,Quality-checks  ,8.5,312
6421,s37166,Quality-checks  ,2.5,312
6416,s37166,Quality-checks  ,0.5,312
6417,s37166,Quality-checks  ,7.5,312
6418,s37166,Other  ,2,312
6423,s37166,Non-curation  ,3,312
6413,s37166,Quality-checks  ,7,312
6425,s37166,Documentation  ,1,312
6427,s37166,Quality-checks  ,8,312
6414,s37166,Quality-checks  ,3,312
6422,s37166,Quality-checks  ,2,312
6420,s37166,Non-curation  ,7,312
9543,s37167,Transformation-of-data  ,8.5,156
9540,s37167,Transformation-of-data  ,8.5,156
9541,s37167,Initial-review-and-planning  ,3,156
9545,s37167,Initial-review-and-planning  ,6.5,156
9546,s37167,Transformation-of-data  ,8.5,156
9537,s37167,Initial-review-and-planning  ,6.5,156
9538,s37167,Transformation-of-data  ,8.5,156
9542,s37167,Initial-review-and-planning  ,1,156
9547,s37167,Transformation-of-data  ,8.5,156
9544,s37167,Initial-review-and-planning  ,8.5,156
9539,s37167,Transformation-of-data  ,6,156
9536,s37167,Transformation-of-data  ,8.5,156
9527,s37167,Initial-review-and-planning  ,6,156
9533,s37167,Transformation-of-data  ,8.5,156
9532,s37167,Initial-review-and-planning  ,8.5,156
9531,s37167,Initial-review-and-planning  ,8.5,156
9534,s37167,Transformation-of-data  ,6.5,156
9528,s37167,Transformation-of-data  ,6,156
9529,s37167,Transformation-of-data  ,4,156
9535,s37167,Initial-review-and-planning  ,8.5,156
9530,s37167,Transformation-of-data  ,8.5,156
9526,s37167,Transformation-of-data  ,8.5,156
6432,s37179,Initial-review-and-planning  ,4,159
6447,s37179,Quality-checks  ,1,159
6431,s37179,Quality-checks  ,1,159
6438,s37179,Initial-review-and-planning  ,6,159
6430,s37179,Quality-checks  ,1,159
6434,s37179,Transformation-of-data  ,8.5,159
6429,s37179,Initial-review-and-planning  ,8.5,159
6428,s37179,Non-curation  ,6,159
6437,s37179,Communication-for-study  ,8,159
6455,s37179,Quality-checks  ,0.5,159
6458,s37179,Transformation-of-data  ,5.5,159
6433,s37179,Transformation-of-data  ,8,159
6452,s37179,Quality-checks  ,2,159
6451,s37179,Quality-checks  ,2,159
6450,s37179,Metadata-study-level  ,5,159
6435,s37179,Non-curation  ,4,159
6443,s37179,Quality-checks  ,0.5,159
6436,s37179,Quality-checks  ,1,159
6460,s37179,Quality-checks  ,5.5,159
6453,s37179,Quality-checks  ,4,159
6456,s37179,Quality-checks  ,0.5,159
6449,s37179,Initial-review-and-planning  ,7.5,159
6462,s37179,Quality-checks  ,0.5,159
6461,s37179,Transformation-of-data  ,7.5,159
6459,s37179,Initial-review-and-planning  ,2,159
6454,s37179,Metadata-study-level  ,6,159
6448,s37179,Initial-review-and-planning  ,8.5,159
6446,s37179,Initial-review-and-planning  ,8.5,159
6445,s37179,Quality-checks  ,1,159
6444,s37179,Quality-checks  ,8.5,159
6457,s37179,Initial-review-and-planning  ,8.5,159
6442,s37179,Quality-checks  ,2,159
6441,s37179,Transformation-of-data  ,1.5,159
6440,s37179,Non-curation  ,8.5,159
6439,s37179,Quality-checks  ,6,159
6472,s37182,Transformation-of-data  ,4.5,47.5
6474,s37182,Transformation-of-data  ,6,47.5
6480,s37182,Quality-checks  ,1,47.5
6468,s37182,Quality-checks  ,0.5,47.5
6476,s37182,Transformation-of-data  ,7,47.5
6473,s37182,Transformation-of-data  ,8,47.5
6477,s37182,Quality-checks  ,2.5,47.5
6471,s37182,Quality-checks  ,1,47.5
6475,s37182,Metadata-study-level  ,3,47.5
6469,s37182,Documentation  ,1,47.5
6478,s37182,Quality-checks  ,1.5,47.5
6479,s37182,Quality-checks  ,2,47.5
6463,s37182,Quality-checks  ,0.5,47.5
6470,s37182,Initial-review-and-planning  ,2,47.5
6466,s37182,Metadata-study-level  ,2,47.5
6467,s37182,Documentation  ,1.5,47.5
6465,s37182,Quality-checks  ,2,47.5
6464,s37182,Quality-checks  ,1.5,47.5
6494,s37183,Quality-checks  ,1,35.5
6481,s37183,Transformation-of-data  ,6,35.5
6482,s37183,Quality-checks  ,1,35.5
6491,s37183,Quality-checks  ,4.5,35.5
6497,s37183,Quality-checks  ,2,35.5
6496,s37183,Quality-checks  ,1,35.5
6495,s37183,Metadata-study-level  ,5,35.5
6492,s37183,Communication-for-study  ,1.5,35.5
6483,s37183,Quality-checks  ,,35.5
6493,s37183,Quality-checks  ,2.5,35.5
6489,s37183,Quality-checks  ,1.5,35.5
6490,s37183,Documentation  ,1,35.5
6488,s37183,Quality-checks  ,0.5,35.5
6484,s37183,Quality-checks  ,0.5,35.5
6486,s37183,Initial-review-and-planning  ,2,35.5
6487,s37183,Quality-checks  ,0.5,35.5
6485,s37183,Quality-checks  ,0.5,35.5
6507,s37184,Transformation-of-data  ,6,73
6508,s37184,Quality-checks  ,2.5,73
6501,s37184,Transformation-of-data  ,6,73
6500,s37184,Documentation  ,7.5,73
6509,s37184,Non-curation  ,7,73
6499,s37184,Quality-checks  ,3.5,73
6498,s37184,Initial-review-and-planning  ,7.5,73
6512,s37184,Transformation-of-data  ,1.5,73
6511,s37184,Initial-review-and-planning  ,3,73
6504,s37184,Quality-checks  ,0.5,73
6510,s37184,Quality-checks  ,8,73
6503,s37184,Non-curation  ,8,73
9553,s37184,Quality-checks  ,1.5,12
9551,s37184,Non-curation  ,2,12
6502,s37184,Quality-checks  ,6,73
6505,s37184,Initial-review-and-planning  ,5,73
9552,s37184,Quality-checks  ,1,12
9549,s37184,Quality-checks  ,,12
9548,s37184,Initial-review-and-planning  ,0.5,12
6506,s37184,Initial-review-and-planning  ,1,73
9550,s37184,Communication-for-study  ,4.5,12
9554,s37184,Quality-checks  ,2,12
6517,s37188,Quality-checks  ,,76.41666667
6549,s37188,Quality-checks  ,,76.41666667
6524,s37188,Quality-checks  ,8,76.41666667
6523,s37188,Quality-checks  ,,76.41666667
6522,s37188,Non-curation  ,0.5,76.41666667
6543,s37188,Quality-checks  ,0.5,76.41666667
6521,s37188,Non-curation  ,0.5,76.41666667
6518,s37188,Transformation-of-data  ,,76.41666667
6545,s37188,Other  ,,76.41666667
6516,s37188,Transformation-of-data  ,,76.41666667
6528,s37188,Initial-review-and-planning  ,,76.41666667
6529,s37188,Quality-checks  ,2,76.41666667
6513,s37188,Transformation-of-data  ,3,76.41666667
6525,s37188,Quality-checks  ,0.5,76.41666667
6544,s37188,Non-curation  ,0.5,76.41666667
6514,s37188,Non-curation  ,,76.41666667
6515,s37188,Quality-checks  ,0.5,76.41666667
6547,s37188,Quality-checks  ,2.5,76.41666667
6541,s37188,Quality-checks  ,1.5,76.41666667
6519,s37188,Other  ,1.25,76.41666667
6530,s37188,Transformation-of-data  ,,76.41666667
6540,s37188,Quality-checks  ,1,76.41666667
6520,s37188,Quality-checks  ,,76.41666667
6550,s37188,Quality-checks  ,0.5,76.41666667
6548,s37188,Quality-checks  ,0.5,76.41666667
6526,s37188,Transformation-of-data  ,1.666666667,76.41666667
6546,s37188,Initial-review-and-planning  ,0.5,76.41666667
6542,s37188,Documentation  ,,76.41666667
6534,s37188,Other  ,0.5,76.41666667
6533,s37188,Quality-checks  ,7,76.41666667
6527,s37188,Non-curation  ,1,76.41666667
6536,s37188,Quality-checks  ,0.5,76.41666667
6535,s37188,Transformation-of-data  ,6,76.41666667
6531,s37188,Documentation  ,2,76.41666667
6551,s37188,Communication-for-study  ,,76.41666667
6532,s37188,Non-curation  ,0.75,76.41666667
6539,s37188,Metadata-study-level  ,1.5,76.41666667
6538,s37188,Quality-checks  ,4,76.41666667
6537,s37188,Quality-checks  ,,76.41666667
6552,s37189,Other  ,0.5,3.5
6553,s37189,Metadata-study-level  ,2,3.5
6554,s37189,Quality-checks  ,1,3.5
6570,s37190,Other  ,,89.5
6572,s37190,Quality-checks  ,7,89.5
6573,s37190,Metadata-study-level  ,4,89.5
6580,s37190,Quality-checks  ,2.5,89.5
6575,s37190,Quality-checks  ,1,89.5
6576,s37190,Quality-checks  ,0.5,89.5
6577,s37190,Initial-review-and-planning  ,1,89.5
6564,s37190,Quality-checks  ,4,89.5
6568,s37190,Metadata-study-level  ,1.5,89.5
6574,s37190,Initial-review-and-planning  ,4,89.5
6569,s37190,Quality-checks  ,2.5,89.5
6567,s37190,Quality-checks  ,3,89.5
6571,s37190,Non-curation  ,,89.5
6557,s37190,Initial-review-and-planning  ,4,89.5
6566,s37190,Quality-checks  ,1.5,89.5
6556,s37190,Initial-review-and-planning  ,8,89.5
6558,s37190,Metadata-study-level  ,1,89.5
6559,s37190,Quality-checks  ,1.5,89.5
6560,s37190,Documentation  ,4,89.5
6561,s37190,Initial-review-and-planning  ,8,89.5
6555,s37190,Quality-checks  ,7.5,89.5
6579,s37190,Metadata-study-level  ,3,89.5
6563,s37190,Initial-review-and-planning  ,2,89.5
6565,s37190,Quality-checks  ,3.5,89.5
6578,s37190,Documentation  ,4,89.5
6562,s37190,Transformation-of-data  ,2,89.5
6605,s37191,Initial-review-and-planning  ,7.5,119
6598,s37191,Quality-checks  ,4,119
6603,s37191,Transformation-of-data  ,7.5,119
6596,s37191,Transformation-of-data  ,8,119
6594,s37191,Quality-checks  ,0.5,119
6599,s37191,Quality-checks  ,3.5,119
6597,s37191,Quality-checks  ,2,119
6601,s37191,Transformation-of-data  ,5,119
6602,s37191,Quality-checks  ,8,119
6595,s37191,Quality-checks  ,2,119
6600,s37191,Other  ,0.5,119
6587,s37191,Quality-checks  ,0.5,119
6604,s37191,Quality-checks  ,7,119
6590,s37191,Initial-review-and-planning  ,2,119
6591,s37191,Quality-checks  ,4,119
6593,s37191,Non-curation  ,1,119
6592,s37191,Transformation-of-data  ,8,119
6585,s37191,Quality-checks  ,8,119
6588,s37191,Transformation-of-data  ,8,119
6583,s37191,Initial-review-and-planning  ,4,119
6584,s37191,Quality-checks  ,7,119
6581,s37191,Non-curation  ,4,119
6586,s37191,Quality-checks  ,8,119
6582,s37191,Quality-checks  ,8,119
6589,s37191,Quality-checks  ,1,119
9557,s37192,Quality-checks  ,3,47.5
9558,s37192,Documentation  ,5,47.5
9562,s37192,Quality-checks  ,5.5,47.5
9565,s37192,Quality-checks  ,4.5,47.5
9561,s37192,Initial-review-and-planning  ,4.5,47.5
9556,s37192,Quality-checks  ,3,47.5
9559,s37192,Transformation-of-data  ,8,47.5
9564,s37192,Quality-checks  ,8,47.5
9555,s37192,Initial-review-and-planning  ,2,47.5
9560,s37192,Quality-checks  ,1,47.5
9563,s37192,Quality-checks  ,2,47.5
6611,s37195,Initial-review-and-planning  ,7,205
6613,s37195,Transformation-of-data  ,8,205
6614,s37195,Documentation  ,1,205
6617,s37195,Transformation-of-data  ,6.5,205
6618,s37195,Quality-checks  ,3,205
6621,s37195,Communication-for-study  ,,205
6610,s37195,Other  ,1,205
6619,s37195,Non-curation  ,3,205
6612,s37195,Communication-for-study  ,3.5,205
6607,s37195,Transformation-of-data  ,7,205
6620,s37195,Initial-review-and-planning  ,3.5,205
6609,s37195,Quality-checks  ,8,205
6643,s37195,Quality-checks  ,6,205
6615,s37195,Initial-review-and-planning  ,4,205
6623,s37195,Communication-for-study  ,,205
6645,s37195,Communication-for-study  ,4,205
6648,s37195,Communication-for-study  ,,205
6646,s37195,Transformation-of-data  ,8,205
6647,s37195,Metadata-study-level  ,8,205
6608,s37195,Documentation  ,,205
6606,s37195,Transformation-of-data  ,6,205
6616,s37195,Quality-checks  ,,205
6624,s37195,Quality-checks  ,2,205
6622,s37195,Quality-checks  ,2.5,205
6627,s37195,Quality-checks  ,1.5,205
6629,s37195,Initial-review-and-planning  ,3,205
6630,s37195,Documentation  ,,205
6631,s37195,Quality-checks  ,3,205
6632,s37195,Quality-checks  ,2,205
6644,s37195,Metadata-study-level  ,4,205
6642,s37195,Documentation  ,,205
6626,s37195,Metadata-study-level  ,8,205
6634,s37195,Transformation-of-data  ,,205
6628,s37195,Documentation  ,,205
6637,s37195,Quality-checks  ,2,205
6633,s37195,Communication-for-study  ,5.5,205
6649,s37195,Transformation-of-data  ,8,205
6640,s37195,Documentation  ,6,205
6625,s37195,Transformation-of-data  ,8,205
6641,s37195,Quality-checks  ,2,205
6639,s37195,Initial-review-and-planning  ,4,205
